psu,a7,a8,relprac,floodrisk,pop1011_UNOSAT,dem_mean,dem_std,neigh_Rivers,centdist_MRiver,flood_exp,violent_vignette,effective,approve,vv_pop1011_UNOSAT,male,headh,age,read,math,educ,sunni,knowfullpca,simpleknow,vv_flood_exp
34,Muzaffar Garh,Muzaffar Garh,.40000001,1.0940825,.18624118,.11430648,.006143637,1,.09045428,1,1,.75,.5,.18624118,1,1,.56,1,1,.16666667,1,1.8195233,.60000002,1
34,Muzaffar Garh,Muzaffar Garh,.40000001,1.0940825,.18624118,.11430648,.006143637,1,.09045428,1,1,1,.75,.18624118,1,1,.30000001,1,1,.16666667,1,1.8195233,.60000002,1
373,Muzaffar Garh,Kot Addu,,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,0,0,0,0,1,1,.36000001,0,1,0,1,1.6679302,.60000002,0
35,Muzaffar Garh,Kot Addu,.43333334,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.66600001,0,.75,.75,0,0,0,.2,1,1,.66666669,1,2.7387638,.89999998,0
807,Muzaffar Garh,Muzaffar Garh,.43333334,1.0940825,.18624118,.11430648,.006143637,1,.09045428,1,0,.75,.75,0,0,1,.31999999,0,0,0,1,.6276046,.2,0
241,Muzaffar Garh,Alipur,.53333336,2.8167892,.17978175,.09840259,.0055216053,1,.086352713,.66600001,0,.75,.75,0,0,1,.5,0,0,0,0,.34324452,.2,0
705,Muzaffar Garh,Kot Addu,.46666667,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.66600001,0,0,0,0,0,0,.20999999,0,1,0,1,1.0296023,.40000001,0
214,Muzaffar Garh,Muzaffar Garh,.60000002,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.333,0,1,.75,0,0,0,.34999999,1,1,0,1,1.9354999,.69999999,0
664,Muzaffar Garh,Alipur,.9666667,2.8167892,.17978175,.09840259,.0055216053,1,.086352713,.333,0,1,.75,0,0,0,.36000001,0,0,0,1,.9905436,.30000001,0
122,Muzaffar Garh,Muzaffar Garh,.2,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.333,1,.25,.25,.18624118,1,1,.46000001,0,0,0,1,1.056061,.40000001,.333
838,Muzaffar Garh,Kot Addu,.66666669,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.66600001,1,.5,.25,.41523966,0,0,.37,0,1,0,1,2.1312859,.69999999,.66600001
810,Muzaffar Garh,Kot Addu,.33333334,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,1,.5,.75,.41523966,1,1,.43000001,0,1,0,1,2.4313924,.80000001,.333
902,Muzaffar Garh,Muzaffar Garh,.63333333,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,1,1,1,.18624118,1,0,.22,0,0,0,1,1.8195233,.60000002,0
76,Muzaffar Garh,Muzaffar Garh,.2,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.333,1,.75,.75,.18624118,1,1,.40000001,0,0,0,1,1.8195233,.60000002,.333
685,Muzaffar Garh,Muzaffar Garh,.63333333,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.333,0,.75,1,0,0,0,.31,0,0,0,1,.7178396,.30000001,0
810,Muzaffar Garh,Kot Addu,.33333334,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,1,.5,.5,.41523966,1,1,.5,0,0,0,1,1.3297088,.5,.333
960,Muzaffar Garh,Muzaffar Garh,.63333333,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.66600001,0,1,.5,0,0,0,.38,1,1,.33333334,1,1.9354999,.69999999,0
960,Muzaffar Garh,Muzaffar Garh,.53333336,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.66600001,0,.75,.5,0,0,0,.60000002,0,1,0,0,1.0973527,.40000001,0
509,Muzaffar Garh,Muzaffar Garh,.83333331,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.333,1,.75,.75,.18624118,1,0,.28999999,1,1,.5,1,1.8195233,.60000002,.333
613,Muzaffar Garh,Jatoi,.60000002,2.0112834,.11723974,.1061039,.00461245,1,.18321139,.66600001,1,.25,.25,.11723974,0,1,.31999999,0,1,0,1,.68146592,.30000001,.66600001
214,Muzaffar Garh,Muzaffar Garh,.73333335,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.66600001,0,1,.75,0,0,0,.22,0,0,0,1,2.1196299,.69999999,0
509,Muzaffar Garh,Muzaffar Garh,.83333331,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,1,1,.75,.18624118,1,1,.60000002,0,0,0,1,1.8195233,.60000002,0
810,Muzaffar Garh,Kot Addu,.36666667,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,1,.25,.25,.41523966,1,0,.28,1,1,0,1,2.1038835,.60000002,.333
76,Muzaffar Garh,Muzaffar Garh,.93333334,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.333,1,.75,.75,.18624118,1,0,.19,1,1,.33333334,1,1.8195233,.60000002,.333
177,Muzaffar Garh,Alipur,.69999999,2.8167892,.17978175,.09840259,.0055216053,1,.086352713,.66600001,1,.25,.25,.17978175,0,1,.34999999,0,0,0,1,2.1196299,.69999999,.66600001
214,Muzaffar Garh,Muzaffar Garh,.56666666,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,0,.75,1,0,0,1,.38999999,0,0,0,1,.6276046,.2,0
685,Muzaffar Garh,Muzaffar Garh,.56666666,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.333,0,0,1,0,0,0,.30000001,1,1,.33333334,1,1.9046499,.69999999,0
705,Muzaffar Garh,Kot Addu,.2,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.66600001,0,.25,.25,0,0,0,.31999999,0,1,0,1,1.056061,.40000001,0
960,Muzaffar Garh,Muzaffar Garh,.63333333,1.0940825,.18624118,.11430648,.006143637,1,.09045428,1,0,1,.75,0,0,0,.38999999,1,1,0,1,1.6007066,.60000002,0
810,Muzaffar Garh,Kot Addu,.60000002,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,1,.25,.25,.41523966,1,1,.41,1,1,.16666667,1,2.6989622,.89999998,.333
241,Muzaffar Garh,Alipur,.56666666,2.8167892,.17978175,.09840259,.0055216053,1,.086352713,.66600001,0,.75,1,0,0,0,.34999999,0,0,0,1,1.6679302,.60000002,0
177,Muzaffar Garh,Alipur,.73333335,2.8167892,.17978175,.09840259,.0055216053,1,.086352713,.66600001,1,.25,1,.17978175,0,1,.5,1,1,.5,1,1.6237372,.60000002,.66600001
685,Muzaffar Garh,Muzaffar Garh,.56666666,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.66600001,0,.25,.75,0,0,0,.20999999,0,0,0,1,1.056061,.40000001,0
810,Muzaffar Garh,Kot Addu,.53333336,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,1,.75,.5,.41523966,1,1,.28999999,1,1,.16666667,1,2.7387638,.89999998,.333
943,Muzaffar Garh,Muzaffar Garh,.2,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,0,1,1,0,1,1,.28,0,0,0,1,2.3988557,.80000001,0
902,Muzaffar Garh,Muzaffar Garh,.33333334,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,1,1,1,.18624118,1,1,.41999999,0,0,0,1,1.8195233,.60000002,0
960,Muzaffar Garh,Muzaffar Garh,.53333336,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.66600001,0,.75,.5,0,0,0,.40000001,0,0,0,1,.31584194,.1,0
595,Muzaffar Garh,Jatoi,.06666667,2.0112834,.11723974,.1061039,.00461245,1,.18321139,0,0,.25,.25,0,0,1,.60000002,0,,0,1,.34324452,.2,0
965,Muzaffar Garh,Kot Addu,.5,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.66600001,0,0,0,0,0,0,.27000001,1,1,.16666667,1,2.6989622,.89999998,0
35,Muzaffar Garh,Kot Addu,.60000002,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.66600001,0,.75,.75,0,0,0,.18000001,1,1,.5,1,2.1312859,.69999999,0
509,Muzaffar Garh,Muzaffar Garh,.2,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,1,1,1,.18624118,1,1,.44999999,0,0,0,1,1.8195233,.60000002,0
76,Muzaffar Garh,Muzaffar Garh,.93333334,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,1,.75,.75,.18624118,1,0,.25,1,1,.5,1,1.8195233,.60000002,0
807,Muzaffar Garh,Muzaffar Garh,.53333336,1.0940825,.18624118,.11430648,.006143637,1,.09045428,1,0,.75,.75,0,0,1,.30000001,0,1,.33333334,1,1.4355742,.5,0
943,Muzaffar Garh,Muzaffar Garh,.66666669,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,0,.5,.25,0,1,0,.2,0,1,.16666667,1,1.4813019,.5,0
943,Muzaffar Garh,Muzaffar Garh,,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,0,.75,.75,0,1,0,.25,0,0,.16666667,1,1.8195233,.60000002,0
122,Muzaffar Garh,Muzaffar Garh,.2,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.66600001,1,.25,.75,.18624118,1,1,.40000001,0,0,0,1,1.8195233,.60000002,.66600001
509,Muzaffar Garh,Muzaffar Garh,.2,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,1,1,.75,.18624118,1,1,.36000001,0,0,0,1,1.8195233,.60000002,0
838,Muzaffar Garh,Kot Addu,.5,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.66600001,1,.75,.75,.41523966,0,0,.37,1,1,0,1,1.6679302,.60000002,.66600001
34,Muzaffar Garh,Muzaffar Garh,.40000001,1.0940825,.18624118,.11430648,.006143637,1,.09045428,1,1,.75,.5,.18624118,1,1,.5,1,1,.16666667,1,1.8195233,.60000002,1
705,Muzaffar Garh,Kot Addu,.40000001,.98229676,.41523966,.12433892,.0054803463,1,.30751026,1,0,1,.5,0,0,0,.31,0,0,0,1,2.4313924,.80000001,0
241,Muzaffar Garh,Alipur,.69999999,2.8167892,.17978175,.09840259,.0055216053,1,.086352713,.66600001,0,1,1,0,0,1,.40000001,0,0,0,1,.68146592,.30000001,0
214,Muzaffar Garh,Muzaffar Garh,.83333331,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.66600001,0,.75,1,0,0,0,.28999999,0,0,0,1,2.0870929,.69999999,0
177,Muzaffar Garh,Alipur,.69999999,2.8167892,.17978175,.09840259,.0055216053,1,.086352713,.66600001,1,.75,.25,.17978175,0,1,.44999999,0,0,0,1,1.6310021,.60000002,.66600001
509,Muzaffar Garh,Muzaffar Garh,.80000001,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,1,.75,1,.18624118,1,0,.28,1,1,.66666669,1,1.8195233,.60000002,0
943,Muzaffar Garh,Muzaffar Garh,.2,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,0,.75,.75,0,1,1,.33000001,0,0,0,1,1.8195233,.60000002,0
214,Muzaffar Garh,Muzaffar Garh,.83333331,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.66600001,0,.75,1,0,0,0,.28999999,0,0,0,1,.65500718,.30000001,0
122,Muzaffar Garh,Muzaffar Garh,.2,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.333,1,.5,.25,.18624118,1,1,.46000001,0,0,0,1,1.8195233,.60000002,.333
902,Muzaffar Garh,Muzaffar Garh,.36666667,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,1,1,.75,.18624118,1,1,.40000001,1,0,.16666667,1,1.8195233,.60000002,0
965,Muzaffar Garh,Kot Addu,.5,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,0,.5,.25,0,0,0,.34999999,0,0,0,1,1.056061,.40000001,0
177,Muzaffar Garh,Alipur,.56666666,2.8167892,.17978175,.09840259,.0055216053,1,.086352713,.66600001,1,.75,1,.17978175,0,0,.58999997,0,0,0,1,.7178396,.30000001,.66600001
807,Muzaffar Garh,Muzaffar Garh,.53333336,1.0940825,.18624118,.11430648,.006143637,1,.09045428,1,0,.5,.5,0,0,1,.44999999,0,0,.16666667,1,1.8195233,.60000002,0
963,Muzaffar Garh,Jatoi,.66666669,2.0112834,.11723974,.1061039,.00461245,1,.18321139,.66600001,1,.75,.75,.11723974,0,1,.25999999,0,0,0,1,1.056061,.40000001,.66600001
810,Muzaffar Garh,Kot Addu,.53333336,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,1,0,0,.41523966,1,0,.28,1,1,.16666667,1,2.1312859,.69999999,.333
807,Muzaffar Garh,Muzaffar Garh,.2,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.66600001,0,.5,.75,0,0,0,.5,0,0,0,1,1.8195233,.60000002,0
35,Muzaffar Garh,Kot Addu,.30000001,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,0,.75,.75,0,0,0,.23999999,0,0,0,1,2.4313924,.80000001,0
664,Muzaffar Garh,Alipur,.69999999,2.8167892,.17978175,.09840259,.0055216053,1,.086352713,.66600001,0,.5,.75,0,0,1,.31,0,0,0,1,.7178396,.30000001,0
960,Muzaffar Garh,Muzaffar Garh,.56666666,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.66600001,0,0,0,0,0,1,.38999999,0,0,0,1,2.1196299,.69999999,0
943,Muzaffar Garh,Muzaffar Garh,.2,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,0,1,1,0,1,1,.20999999,0,0,0,1,1.8195233,.60000002,0
373,Muzaffar Garh,Kot Addu,.53333336,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,0,1,.75,0,1,1,.41,0,0,0,1,2.4313924,.80000001,0
705,Muzaffar Garh,Kot Addu,.2,.98229676,.41523966,.12433892,.0054803463,1,.30751026,1,0,.5,.5,0,0,0,.34,0,0,.16666667,1,1.056061,.40000001,0
177,Muzaffar Garh,Alipur,.63333333,2.8167892,.17978175,.09840259,.0055216053,1,.086352713,.333,1,1,.75,.17978175,0,0,.18000001,1,1,.5,1,1.7048306,.60000002,.333
807,Muzaffar Garh,Muzaffar Garh,.69999999,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.66600001,0,.75,1,0,0,0,.25,0,0,0,1,1.056061,.40000001,0
373,Muzaffar Garh,Kot Addu,.36666667,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.66600001,0,1,1,0,1,0,.22,0,1,0,1,2.4313924,.80000001,0
76,Muzaffar Garh,Muzaffar Garh,.86666667,1.0940825,.18624118,.11430648,.006143637,1,.09045428,1,1,.75,.75,.18624118,1,1,.22,1,1,.66666669,1,3.0063336,1,1
960,Muzaffar Garh,Muzaffar Garh,.36666667,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.66600001,0,.75,1,0,0,0,.28999999,0,0,0,1,1.8195233,.60000002,0
965,Muzaffar Garh,Kot Addu,.46666667,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,0,.25,.5,0,0,0,.49000001,0,0,0,1,1.0296023,.40000001,0
685,Muzaffar Garh,Muzaffar Garh,.63333333,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.333,0,1,1,0,0,0,.20999999,1,1,.33333334,1,1.6650289,.60000002,0
34,Muzaffar Garh,Muzaffar Garh,.40000001,1.0940825,.18624118,.11430648,.006143637,1,.09045428,1,1,.75,.5,.18624118,1,1,.40000001,1,1,.16666667,1,1.8195233,.60000002,1
965,Muzaffar Garh,Kot Addu,.46666667,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,0,.75,.5,0,0,0,.28,1,0,.33333334,1,2.6989622,.89999998,0
705,Muzaffar Garh,Kot Addu,.23333333,.98229676,.41523966,.12433892,.0054803463,1,.30751026,1,0,.5,.5,0,0,0,.34,0,0,0,1,1.056061,.40000001,0
35,Muzaffar Garh,Kot Addu,.2,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.66600001,0,.75,.75,0,0,0,.27000001,1,1,.5,0,2.4313924,.80000001,0
122,Muzaffar Garh,Muzaffar Garh,.60000002,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.66600001,1,.75,1,.18624118,1,1,.34,0,0,0,1,1.0973527,.40000001,.66600001
509,Muzaffar Garh,Muzaffar Garh,.16666667,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,1,.75,.75,.18624118,1,0,.25999999,0,0,0,1,1.8195233,.60000002,0
871,Muzaffar Garh,Kot Addu,.5,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,0,.75,.75,0,0,0,.31999999,0,1,0,1,2.4313924,.80000001,0
810,Muzaffar Garh,Kot Addu,.5,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,1,.25,.25,.41523966,1,1,.37,0,1,0,1,1.3678237,.5,.333
241,Muzaffar Garh,Alipur,.63333333,2.8167892,.17978175,.09840259,.0055216053,1,.086352713,.66600001,0,1,.75,0,0,0,.27000001,0,0,0,1,1.3297088,.5,0
838,Muzaffar Garh,Kot Addu,.66666669,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,1,.25,.25,.41523966,0,0,.34,1,1,0,1,2.4313924,.80000001,.333
76,Muzaffar Garh,Muzaffar Garh,.2,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,1,.75,.5,.18624118,1,1,.38,0,0,0,1,.7178396,.30000001,0
963,Muzaffar Garh,Jatoi,.69999999,2.0112834,.11723974,.1061039,.00461245,1,.18321139,.66600001,1,.75,.75,.11723974,0,0,.34999999,0,0,0,1,1.0973527,.40000001,.66600001
373,Muzaffar Garh,Kot Addu,.53333336,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,0,.5,.5,0,1,1,.30000001,0,1,.16666667,1,1.6679302,.60000002,0
373,Muzaffar Garh,Kot Addu,.56666666,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,0,.75,.5,0,1,1,.37,1,1,0,1,2.40399,.69999999,0
122,Muzaffar Garh,Muzaffar Garh,.2,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.333,1,.75,.75,.18624118,1,1,.41999999,0,1,0,1,1.8195233,.60000002,.333
705,Muzaffar Garh,Kot Addu,.33333334,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.66600001,0,.75,.75,0,0,0,.31,1,1,.16666667,1,1.056061,.40000001,0
664,Muzaffar Garh,Alipur,.73333335,2.8167892,.17978175,.09840259,.0055216053,1,.086352713,.66600001,0,.25,.25,0,0,1,.28999999,1,1,.5,1,1.3297088,.5,0
902,Muzaffar Garh,Muzaffar Garh,.76666665,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,1,1,1,.18624118,1,1,.55000001,0,1,.16666667,1,1.8195233,.60000002,0
705,Muzaffar Garh,Kot Addu,.33333334,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.66600001,0,.75,.75,0,0,0,.46000001,0,0,0,1,1.056061,.40000001,0
595,Muzaffar Garh,Jatoi,.53333336,2.0112834,.11723974,.1061039,.00461245,1,.18321139,0,0,.5,.75,0,0,0,.23,1,1,1,1,3.0063336,1,0
943,Muzaffar Garh,Muzaffar Garh,.2,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,0,1,1,0,1,1,.55000001,0,0,0,1,1.8195233,.60000002,0
1073,Muzaffar Garh,Kot Addu,.36666667,.98229676,.41523966,.12433892,.0054803463,1,.30751026,0,1,.75,.5,.41523966,1,0,.19,1,1,.16666667,1,1.0296023,.40000001,0
39,Muzaffar Garh,Jatoi,.56666666,2.0112834,.11723974,.1061039,.00461245,1,.18321139,.66600001,0,.25,.75,0,0,0,.23999999,0,0,0,1,1.3561676,.5,0
664,Muzaffar Garh,Alipur,.69999999,2.8167892,.17978175,.09840259,.0055216053,1,.086352713,.66600001,0,0,0,0,0,1,.5,0,0,0,0,2.0922272,.60000002,0
34,Muzaffar Garh,Muzaffar Garh,.40000001,1.0940825,.18624118,.11430648,.006143637,1,.09045428,1,1,.75,.5,.18624118,1,1,.5,1,1,.16666667,1,1.8195233,.60000002,1
122,Muzaffar Garh,Muzaffar Garh,.2,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.333,1,.75,.75,.18624118,1,1,.41999999,0,0,0,1,1.8195233,.60000002,.333
373,Muzaffar Garh,Kot Addu,,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,0,.75,1,0,1,0,.23999999,1,1,.16666667,1,2.4313924,.80000001,0
807,Muzaffar Garh,Muzaffar Garh,.53333336,1.0940825,.18624118,.11430648,.006143637,1,.09045428,1,0,.75,1,0,0,0,.38,0,0,0,1,1.8195233,.60000002,0
685,Muzaffar Garh,Muzaffar Garh,.53333336,1.0940825,.18624118,.11430648,.006143637,1,.09045428,1,0,.75,1,0,0,0,.44999999,0,0,0,1,1.2855158,.5,0
943,Muzaffar Garh,Muzaffar Garh,.2,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,0,.75,.75,0,1,1,.37,0,0,0,1,1.8195233,.60000002,0
373,Muzaffar Garh,Kot Addu,.33333334,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,0,.5,.25,0,1,1,.27000001,1,1,.33333334,1,1.8195233,.60000002,0
965,Muzaffar Garh,Kot Addu,.5,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.66600001,0,1,.75,0,0,0,.43000001,0,1,0,1,1.056061,.40000001,0
34,Muzaffar Garh,Muzaffar Garh,.76666665,1.0940825,.18624118,.11430648,.006143637,1,.09045428,1,1,1,.75,.18624118,1,1,.57999998,0,0,0,1,1.8195233,.60000002,1
76,Muzaffar Garh,Muzaffar Garh,.56666666,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.66600001,1,.75,.75,.18624118,1,0,.43000001,1,1,.5,1,1.8195233,.60000002,.66600001
902,Muzaffar Garh,Muzaffar Garh,.46666667,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,1,1,1,.18624118,1,1,.40000001,1,1,.33333334,1,1.8195233,.60000002,0
373,Muzaffar Garh,Kot Addu,.33333334,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.66600001,0,.75,.75,0,1,1,.36000001,1,1,0,1,2.6715596,.80000001,0
34,Muzaffar Garh,Muzaffar Garh,.56666666,1.0940825,.18624118,.11430648,.006143637,1,.09045428,1,1,.5,.5,.18624118,1,1,.44999999,0,0,0,1,1.4355742,.5,1
122,Muzaffar Garh,Muzaffar Garh,.2,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.333,1,.5,.75,.18624118,1,1,.27000001,0,0,0,1,1.8195233,.60000002,.333
963,Muzaffar Garh,Jatoi,.69999999,2.0112834,.11723974,.1061039,.00461245,1,.18321139,.66600001,1,1,.5,.11723974,0,0,.36000001,0,0,0,1,1.3974593,.5,.66600001
963,Muzaffar Garh,Jatoi,.73333335,2.0112834,.11723974,.1061039,.00461245,1,.18321139,.66600001,1,.75,.75,.11723974,0,0,.28999999,1,1,0,1,1.8195233,.60000002,.66600001
39,Muzaffar Garh,Jatoi,.56666666,2.0112834,.11723974,.1061039,.00461245,1,.18321139,.66600001,0,.5,.75,0,0,0,.38999999,1,1,.16666667,1,.95072246,.40000001,0
214,Muzaffar Garh,Muzaffar Garh,.73333335,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.66600001,0,1,.75,0,0,0,.20999999,0,0,0,1,1.0179461,.40000001,0
664,Muzaffar Garh,Alipur,.69999999,2.8167892,.17978175,.09840259,.0055216053,1,.086352713,.333,0,.75,1,0,0,0,.38999999,0,0,0,0,1.056061,.40000001,0
35,Muzaffar Garh,Kot Addu,.66666669,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.66600001,0,1,1,0,0,0,.18000001,1,1,.33333334,1,2.4313924,.80000001,0
76,Muzaffar Garh,Muzaffar Garh,.2,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.333,1,.75,.75,.18624118,1,1,.28,0,0,0,1,1.8195233,.60000002,.333
965,Muzaffar Garh,Kot Addu,.63333333,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.66600001,0,.5,.25,0,0,0,.37,1,1,.33333334,1,2.6715596,.80000001,0
373,Muzaffar Garh,Kot Addu,,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,0,.5,.25,0,1,0,.41999999,0,1,0,1,2.4313924,.80000001,0
902,Muzaffar Garh,Muzaffar Garh,.73333335,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,1,.75,.75,.18624118,1,0,.25999999,1,1,.5,1,1.8195233,.60000002,0
509,Muzaffar Garh,Muzaffar Garh,1,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,1,.75,.75,.18624118,1,0,.25,1,1,.5,1,1.8195233,.60000002,0
122,Muzaffar Garh,Muzaffar Garh,.2,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.333,1,.5,.5,.18624118,1,1,.47999999,0,0,0,1,1.8195233,.60000002,.333
685,Muzaffar Garh,Muzaffar Garh,.63333333,1.0940825,.18624118,.11430648,.006143637,1,.09045428,.66600001,0,.75,.75,0,0,0,.34999999,1,1,.5,1,1.3561676,.5,0
965,Muzaffar Garh,Kot Addu,.5,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,0,0,0,0,0,0,.5,0,0,0,1,.34324452,.2,0
838,Muzaffar Garh,Kot Addu,.66666669,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.66600001,1,.5,.5,.41523966,0,0,.44999999,1,1,.16666667,1,2.4313924,.80000001,.66600001
35,Muzaffar Garh,Kot Addu,.66666669,.98229676,.41523966,.12433892,.0054803463,1,.30751026,.333,0,.25,.25,0,0,0,.34,0,0,0,1,2.4313924,.80000001,0
177,Muzaffar Garh,Alipur,.69999999,2.8167892,.17978175,.09840259,.0055216053,1,.086352713,.66600001,1,.25,.25,.17978175,0,1,.28,0,0,0,1,1.8195233,.60000002,.66600001
595,Muzaffar Garh,Jatoi,.033333335,2.0112834,.11723974,.1061039,.00461245,1,.18321139,0,0,.75,.5,0,0,0,.40000001,0,1,.16666667,1,1.056061,.40000001,0
943,Muzaffar Garh,Muzaffar Garh,.2,1.0940825,.18624118,.11430648,.006143637,1,.09045428,0,0,1,.75,0,1,1,.56,0,0,0,1,1.1067069,.40000001,0
536,Okara,Depal Pur,.26666668,.47085714,0,.16868681,.0058040083,1,.22916117,.333,1,1,1,0,1,1,.41999999,0,0,0,1,2.40399,.69999999,.333
652,Okara,Depal Pur,.16666667,.47085714,0,.16868681,.0058040083,1,.22916117,0,0,1,1,0,0,0,.25,0,1,0,1,.68146592,.30000001,0
536,Okara,Depal Pur,.43333334,.47085714,0,.16868681,.0058040083,1,.22916117,0,1,1,1,0,1,1,.38,1,1,.16666667,1,2.7113614,.80000001,0
766,Okara,Depal Pur,.30000001,.47085714,0,.16868681,.0058040083,1,.22916117,0,0,1,1,0,1,1,.36000001,1,1,.5,1,2.7113614,.80000001,0
766,Okara,Depal Pur,.33333334,.47085714,0,.16868681,.0058040083,1,.22916117,0,0,1,1,0,1,0,.23999999,1,1,.66666669,1,2.40399,.69999999,0
652,Okara,Depal Pur,.40000001,.47085714,0,.16868681,.0058040083,1,.22916117,0,0,1,1,0,0,0,.40000001,0,,0,1,1.3561676,.5,0
162,Okara,Depal Pur,.40000001,.47085714,0,.16868681,.0058040083,1,.22916117,0,0,1,1,0,1,0,.30000001,1,1,.33333334,1,2.0518794,.69999999,0
536,Okara,Depal Pur,.53333336,.47085714,0,.16868681,.0058040083,1,.22916117,.333,1,1,1,0,1,1,.27000001,0,0,0,1,2.3670619,.69999999,.333
614,Okara,Depal Pur,.36666667,.47085714,0,.16868681,.0058040083,1,.22916117,0,0,1,1,0,1,1,.36000001,0,1,.33333334,1,2.6671684,.80000001,0
628,Okara,Okara,.36666667,1.0238949,0,.16546831,.005518008,1,.23998395,0,0,1,1,0,1,0,.27000001,1,1,.33333334,1,2.4313924,.80000001,0
